DATE,HORIZON,ASSET_TYPE,ASSET,EXPECTED_RETURN
2017-10-31,1M,Equity Common Stock,SWKS.OQ,0.2458150
2017-10-31,1M,Equity Common Stock,BAC.N,0.1973158
2017-10-31,1M,Equity Common Stock,AMZN.OQ,0.4881971
2017-10-31,1M,Equity Common Stock,NOV.N,-0.2049711
2017-10-31,1M,Equity Common Stock,RL.N,-0.1543777
2017-10-31,1M,Equity Common Stock,LNT.N,0.2320086
2017-10-31,1M,Equity Common Stock,CTL.N,-0.2481563
2017-10-31,1M,Equity Common Stock,CTSH.OQ,0.2070944
2017-10-31,1M,Equity Common Stock,CCI.N,0.2049109
2017-10-31,1M,Equity Common Stock,EBAY.OQ,0.2202044
2017-10-31,1M,Equity Common Stock,GS.N,0.1283161
2017-10-31,1M,Equity Common Stock,NVDA.OQ,0.6553768
2017-10-31,1M,Equity Common Stock,BKNG.OQ,0.1951939
2017-10-31,1M,Equity Common Stock,RSG.N,0.5218909
2017-10-31,1M,Equity Common Stock,UNM.N,0.2109422
2017-10-31,1M,Equity Common Stock,COST.OQ,0.1682517
2017-10-31,1M,Equity Common Stock,DVN.N,-0.0237945
2017-10-31,1M,Equity Common Stock,PKI.N,0.2942610
2017-10-31,1M,Equity Common Stock,TTWO.OQ,0.5396691
2017-10-31,1M,Equity Common Stock,AKAM.OQ,0.0080571
2017-10-31,1M,Equity Common Stock,UPS.N,0.0964693
2017-10-31,1M,Equity Common Stock,JNPR.N,0.0968973
2017-10-31,1M,Equity Common Stock,RHT.N,0.3249472
2017-10-31,1M,Equity Common Stock,FLIR.OQ,0.1781341
2017-10-31,1M,Equity Common Stock,EW.N,0.2155104
2017-10-31,1M,Equity Common Stock,A.N,0.2713330
2017-10-31,1M,Equity Common Stock,BLK.N,0.1840406
2017-10-31,1M,Equity Common Stock,FFIV.OQ,0.0229884
2017-10-31,1M,Equity Common Stock,MET.N,0.0750750
2017-10-31,1M,Equity Common Stock,PKG.N,0.2025105
2017-10-31,1M,Equity Common Stock,SBAC.OQ,0.1712480
2017-10-31,1M,Equity Common Stock,F.N,-0.0460405
2017-10-31,1M,Equity Common Stock,AET.N,0.3430164
2017-10-31,1M,Equity Common Stock,FLR.N,-0.1418720
2017-10-31,1M,Equity Common Stock,GPN.N,0.4537479
2017-10-31,1M,Equity Common Stock,TPR.N,0.1028858
2017-10-31,1M,Equity Common Stock,RTN.N,0.3351227
2017-10-31,1M,Equity Common Stock,ALGN.OQ,0.5972212
2017-10-31,1M,Equity Common Stock,ANSS.OQ,0.3192026
2017-10-31,1M,Equity Common Stock,KMX.N,0.1407274
2017-10-31,1M,Equity Common Stock,ILMN.OQ,0.0704206
2017-10-31,1M,Equity Common Stock,ISRG.OQ,0.4857506
2017-10-31,1M,Equity Common Stock,FIS.N,0.2751669
2017-10-31,1M,Equity Common Stock,COL.N,0.2516557
2017-10-31,1M,Equity Common Stock,ZBH.N,0.0702802
2017-10-31,1M,Equity Common Stock,ACN.N,0.3487702
2017-10-31,1M,Equity Common Stock,ADS.N,-0.0386482
2017-10-31,1M,Equity Common Stock,ANTM.N,0.2705939
2017-10-31,1M,Equity Common Stock,IVZ.N,-0.0037137
2017-10-31,1M,Equity Common Stock,EQIX.OQ,0.4917110
2017-10-31,1M,Equity Common Stock,GRMN.OQ,0.0399456
2017-10-31,1M,Equity Common Stock,MNST.OQ,0.2413710
2017-10-31,1M,Equity Common Stock,MDLZ.OQ,0.1092029
2017-10-31,1M,Equity Common Stock,PFG.OQ,0.1312163
2017-10-31,1M,Equity Common Stock,WLTW.OQ,0.2657799
2017-10-31,1M,Equity Common Stock,AAP.N,-0.1691455
2017-10-31,1M,Equity Common Stock,CNC.N,0.2627063
2017-10-31,1M,Equity Common Stock,PRU.N,0.1226059
2017-10-31,1M,Equity Common Stock,NFLX.OQ,0.3426347
2017-10-31,1M,Equity Common Stock,SJM.N,0.0370583
2017-10-31,1M,Equity Common Stock,NDAQ.OQ,0.3296384
2017-10-31,1M,Equity Common Stock,XEC.N,0.0516622
2017-10-31,1M,Equity Common Stock,WYNN.OQ,0.0105203
2017-10-31,1M,Equity Common Stock,CMCSA.OQ,0.1593695
2017-10-31,1M,Equity Common Stock,CME.OQ,0.3743538
2017-10-31,1M,Equity Common Stock,STX.OQ,-0.0431155
2017-10-31,1M,Equity Common Stock,LKQ.OQ,0.1683155
2017-10-31,1M,Equity Common Stock,NRG.N,0.0210851
2017-10-31,1M,Equity Common Stock,AIZ.N,0.2145075
2017-10-31,1M,Equity Common Stock,CBRE.N,0.1095671
2017-10-31,1M,Equity Common Stock,CRM.N,0.2142939
2017-10-31,1M,Equity Common Stock,RF.N,0.1845343
2017-10-31,1M,Equity Common Stock,WCG.N,0.3823338
2017-10-31,1M,Equity Common Stock,EXR.N,0.1790745
2017-10-31,1M,Equity Common Stock,GOOGL.OQ,0.3055573
2017-10-31,1M,Equity Common Stock,DLR.N,0.2926178
2017-10-31,1M,Equity Common Stock,FOXA.OQ,-0.0699917
2017-10-31,1M,Equity Common Stock,FOX.OQ,-0.0705915
2017-10-31,1M,Equity Common Stock,EXPE.OQ,0.1793013
2017-10-31,1M,Equity Common Stock,CF.N,-0.0188190
2017-10-31,1M,Equity Common Stock,AMP.N,0.1096894
2017-10-31,1M,Equity Common Stock,MA.N,0.3630759
2017-10-31,1M,Equity Common Stock,ICE.N,0.2677107
2017-10-31,1M,Equity Common Stock,UAA.N,-0.2221968
2017-10-31,1M,Equity Common Stock,CBS.N,0.0470016
2017-10-31,1M,Equity Common Stock,VIAB.OQ,-0.2250936
2017-10-31,1M,Equity Common Stock,CMG.N,-0.2211669
2017-10-31,1M,Equity Common Stock,UAL.OQ,0.0770562
2017-10-31,1M,Equity Common Stock,TDG.N,0.2716852
2017-10-31,1M,Equity Common Stock,IPGP.OQ,0.3727372
2017-10-31,1M,Equity Common Stock,HBI.N,-0.0305202
2017-10-31,1M,Equity Common Stock,WU.N,0.1074099
2017-10-31,1M,Equity Common Stock,BR.N,0.4614187
2017-10-31,1M,Equity Common Stock,DAL.N,0.1150715
2017-10-31,1M,Equity Common Stock,TEL.N,0.2464717
2017-10-31,1M,Equity Common Stock,DFS.N,0.0518233
2017-10-31,1M,Equity Common Stock,CXO.N,0.1083485
2017-10-31,1M,Equity Common Stock,ULTA.OQ,0.2431976
2017-10-31,1M,Equity Common Stock,MSCI.N,0.4883592
2017-10-31,1M,Equity Common Stock,PM.N,0.1093647
2017-10-31,1M,Equity Common Stock,V.N,0.3955587
2017-10-31,1M,Equity Common Stock,AWK.N,0.3220105
2017-10-31,1M,Equity Common Stock,DISCA.OQ,-0.1897812
2017-10-31,1M,Equity Common Stock,DISCK.OQ,-0.2126685
2017-10-31,1M,Equity Common Stock,AVGO.OQ,0.4283476
2017-10-31,1M,Equity Common Stock,VRSK.OQ,0.2318710
2017-10-31,1M,Equity Common Stock,MRK.N,-0.0014658
2017-10-31,1M,Equity Common Stock,DG.N,0.1361007
2017-10-31,1M,Equity Common Stock,CHTR.OQ,0.2826801
2017-10-31,1M,Equity Common Stock,LYB.N,0.0818957
2017-10-31,1M,Equity Common Stock,CBOE.Z,0.3973569
2017-10-31,1M,Equity Common Stock,KMI.N,-0.1792154
2017-10-31,1M,Equity Common Stock,HCA.N,0.0648824
2017-10-31,1M,Equity Common Stock,NLSN.N,-0.0377261
2017-10-31,1M,Equity Common Stock,GM.N,0.1646558
2017-10-31,1M,Equity Common Stock,HII.N,0.3596993
2017-10-31,1M,Equity Common Stock,MPC.N,0.1350708
2017-10-31,1M,Equity Common Stock,FBHS.N,0.2595894
2017-10-31,1M,Equity Common Stock,XYL.N,0.3613891
2017-10-31,1M,Equity Common Stock,APTV.N,0.1784260
2017-10-31,1M,Equity Common Stock,TRIP.OQ,-0.1243277
2017-10-31,1M,Equity Common Stock,KORS.N,-0.0618874
2017-10-31,1M,Equity Common Stock,FLT.N,0.0710981
2017-10-31,1M,Equity Common Stock,FB.OQ,0.4963142
2017-10-31,1M,Equity Common Stock,PSX.N,0.1032861
2017-10-31,1M,Equity Common Stock,ABBV.N,0.1780857
2017-10-31,1M,Equity Common Stock,QRVO.OQ,0.1440642
2017-10-31,1M,Equity Common Stock,EVHC.N,-0.0333695
2017-09-30,1M,Equity Common Stock,AFL.N,0.2415942
2017-09-30,1M,Equity Common Stock,AES.N,-0.0706027
2017-09-30,1M,Equity Common Stock,ABT.N,0.1426679
2017-09-30,1M,Equity Common Stock,ABMD.OQ,0.5128714
2017-09-30,1M,Equity Common Stock,ATVI.OQ,0.4762150
2017-09-30,1M,Equity Common Stock,ADBE.OQ,0.4694233
2017-09-30,1M,Equity Common Stock,AMD.OQ,0.2985685
2017-09-30,1M,Equity Common Stock,AMG.N,0.0187682
2017-09-30,1M,Equity Common Stock,APD.N,0.1640230
2017-09-30,1M,Equity Common Stock,ALK.N,0.2196644
2017-09-30,1M,Equity Common Stock,ALB.N,0.3039840
2017-09-30,1M,Equity Common Stock,ALXN.OQ,0.0074861
2017-09-30,1M,Equity Common Stock,HON.N,0.3638001
2017-09-30,1M,Equity Common Stock,ALL.N,0.2797880
2017-09-30,1M,Equity Common Stock,ARNC.N,-0.0342617
2017-09-30,1M,Equity Common Stock,HES.N,-0.1282699
2017-09-30,1M,Equity Common Stock,AEE.N,0.2786372
2017-09-30,1M,Equity Common Stock,AEP.N,0.1943717
2017-09-30,1M,Equity Common Stock,AXP.N,0.0469637
2017-09-30,1M,Equity Common Stock,AIG.N,0.0891994
2017-09-30,1M,Equity Common Stock,ABC.N,0.0619529
2017-09-30,1M,Equity Common Stock,AME.N,0.1804668
2017-09-30,1M,Equity Common Stock,AMGN.OQ,0.1412661
2017-09-30,1M,Equity Common Stock,APH.N,0.3925839
2017-09-30,1M,Equity Common Stock,APC.N,-0.1352649
2017-09-30,1M,Equity Common Stock,ADI.OQ,0.2564840
2017-09-30,1M,Equity Common Stock,AON.N,0.3429650
2017-09-30,1M,Equity Common Stock,APA.N,-0.1034165
2017-09-30,1M,Equity Common Stock,AIV.N,0.1936281
2017-09-30,1M,Equity Common Stock,AAPL.OQ,0.2070671
2017-09-30,1M,Equity Common Stock,AMAT.OQ,0.3311113
2017-09-30,1M,Equity Common Stock,ADM.N,-0.0451708
2017-09-30,1M,Equity Common Stock,ADSK.OQ,0.2452323
2017-09-30,1M,Equity Common Stock,ADP.OQ,0.2411077
2017-09-30,1M,Equity Common Stock,AZO.N,0.1056580
2017-09-30,1M,Equity Common Stock,AVB.N,0.1623496
2017-09-30,1M,Equity Common Stock,AVY.N,0.4724585
2017-09-30,1M,Equity Common Stock,BBT.N,0.1448561
2017-09-30,1M,Equity Common Stock,BHGE.N,-0.0500237
2017-09-30,1M,Equity Common Stock,BLL.N,0.1724661
2017-09-30,1M,Equity Common Stock,BAX.N,0.2813560
2017-09-30,1M,Equity Common Stock,BDX.N,0.3628881
2017-09-30,1M,Equity Common Stock,VZ.N,0.0186995
2017-09-30,1M,Equity Common Stock,BRKb.N,0.2428289
2017-09-30,1M,Equity Common Stock,BBY.N,0.2324583
2017-09-30,1M,Equity Common Stock,HRB.N,-0.0100599
2017-09-30,1M,Equity Common Stock,BA.N,0.3142754
2017-09-30,1M,Equity Common Stock,BWA.N,0.0398959
2017-09-30,1M,Equity Common Stock,BSX.N,0.4480375
2017-09-30,1M,Equity Common Stock,BMY.N,0.1184900
2017-09-30,1M,Equity Common Stock,BFb.N,0.1327643
2017-09-30,1M,Equity Common Stock,CI.N,0.3477125
2017-09-30,1M,Equity Common Stock,CMS.N,0.2810972
2017-09-30,1M,Equity Common Stock,CSX.OQ,0.2169573
2017-09-30,1M,Equity Common Stock,CVS.N,0.0356381
2017-09-30,1M,Equity Common Stock,COG.N,-0.0202795
2017-09-30,1M,Equity Common Stock,CDNS.OQ,0.4583060
2017-09-30,1M,Equity Common Stock,CPB.N,0.0744657
2017-09-30,1M,Equity Common Stock,STZ.N,0.5573810
2017-09-30,1M,Equity Common Stock,COF.N,0.0474724
2017-09-30,1M,Equity Common Stock,CAH.N,-0.0293780
2017-09-30,1M,Equity Common Stock,CCL.N,0.2595302
2017-09-30,1M,Equity Common Stock,CAT.N,0.1245538
2017-09-30,1M,Equity Common Stock,CELG.OQ,0.1913116
2017-09-30,1M,Equity Common Stock,CERN.OQ,0.1081032
2017-09-30,1M,Equity Common Stock,JPM.N,0.2426502
2017-09-30,1M,Equity Common Stock,CVX.N,0.0213553
2017-09-30,1M,Equity Common Stock,CHD.N,0.2390821
2017-09-30,1M,Equity Common Stock,CINF.OQ,0.3206452
2017-09-30,1M,Equity Common Stock,CSCO.OQ,0.1617725
2017-09-30,1M,Equity Common Stock,CTAS.OQ,0.4877084
2017-09-30,1M,Equity Common Stock,CTXS.OQ,0.1641147
2017-09-30,1M,Equity Common Stock,CLX.N,0.2415798
2017-09-30,1M,Equity Common Stock,KO.N,0.0597680
2017-09-30,1M,Equity Common Stock,CL.N,0.0956402
2017-09-30,1M,Equity Common Stock,CMA.N,0.1796137
2017-09-30,1M,Equity Common Stock,CA.OQ,0.1329885
2017-09-30,1M,Equity Common Stock,DXC.N,0.3767207
2017-09-30,1M,Equity Common Stock,CAG.N,0.1982315
2017-09-30,1M,Equity Common Stock,ED.N,0.2177047
2017-09-30,1M,Equity Common Stock,COO.N,0.2327543
2017-09-30,1M,Equity Common Stock,TAP.N,0.0710765
2017-09-30,1M,Equity Common Stock,CPRT.OQ,0.4385766
2017-09-30,1M,Equity Common Stock,GLW.N,0.2372073
2017-09-30,1M,Equity Common Stock,CMI.N,0.1456439
2017-09-30,1M,Equity Common Stock,DHI.N,0.3256689
2017-09-30,1M,Equity Common Stock,DTE.N,0.2474175
2017-09-30,1M,Equity Common Stock,DHR.N,0.2972252
2017-09-30,1M,Equity Common Stock,DRI.N,0.2795751
2017-09-30,1M,Equity Common Stock,TGT.N,0.0069589
2017-09-30,1M,Equity Common Stock,DE.N,0.2390118
2017-09-30,1M,Equity Common Stock,XRAY.OQ,0.1540558
2017-09-30,1M,Equity Common Stock,DIS.N,0.0782344
2017-09-30,1M,Equity Common Stock,DLTR.OQ,0.1957064
2017-09-30,1M,Equity Common Stock,D.N,0.0961863
2017-09-30,1M,Equity Common Stock,DOV.N,0.0932272
2017-09-30,1M,Equity Common Stock,DUK.N,0.0904736
2017-09-30,1M,Equity Common Stock,DRE.N,0.2839159
2017-09-30,1M,Equity Common Stock,ETFC.OQ,0.2707785
2017-09-30,1M,Equity Common Stock,EMN.N,0.0812291
2017-09-30,1M,Equity Common Stock,ETN.N,0.1169663
2017-09-30,1M,Equity Common Stock,ECL.N,0.0970704
2017-09-30,1M,Equity Common Stock,EIX.N,0.2042397
2017-09-30,1M,Equity Common Stock,EA.OQ,0.4915037
2017-09-30,1M,Equity Common Stock,EMR.N,0.0278958
2017-09-30,1M,Equity Common Stock,EOG.N,0.0304646
2017-09-30,1M,Equity Common Stock,ETR.N,0.0151438
2017-09-30,1M,Equity Common Stock,EFX.N,0.1847871
2017-09-30,1M,Equity Common Stock,EQT.N,-0.0717303
2017-09-30,1M,Equity Common Stock,EQR.N,0.1503929
2017-09-30,1M,Equity Common Stock,RE.N,0.2717865
2017-09-30,1M,Equity Common Stock,EXPD.OQ,0.2730358
2017-09-30,1M,Equity Common Stock,ESRX.OQ,-0.0240542
2017-09-30,1M,Equity Common Stock,XOM.N,-0.0694297
2017-09-30,1M,Equity Common Stock,FMC.N,0.1815990
2017-09-30,1M,Equity Common Stock,NEE.N,0.2992231
2017-09-30,1M,Equity Common Stock,FAST.OQ,0.0358063
2017-09-30,1M,Equity Common Stock,FDX.N,0.1805074
2017-09-30,1M,Equity Common Stock,FRT.N,0.0506538
2017-09-30,1M,Equity Common Stock,M.N,-0.2229057
2017-09-30,1M,Equity Common Stock,FITB.OQ,0.1607711
2017-09-30,1M,Equity Common Stock,FISV.OQ,0.4832801
2017-09-30,1M,Equity Common Stock,FE.N,-0.0163058
2017-09-30,1M,Equity Common Stock,FLS.N,-0.1464287
2017-09-30,1M,Equity Common Stock,BEN.N,-0.0552815
2017-09-30,1M,Equity Common Stock,FCX.N,0.0046347
2017-09-30,1M,Equity Common Stock,AJG.N,0.2125314
2017-09-30,1M,Equity Common Stock,GPS.N,-0.0302465
2017-09-30,1M,Equity Common Stock,IT.N,0.2736465
2017-09-30,1M,Equity Common Stock,GD.N,0.3088099
2017-09-30,1M,Equity Common Stock,GE.N,-0.0086205
2017-09-30,1M,Equity Common Stock,GIS.N,0.0368355
2017-09-30,1M,Equity Common Stock,GPC.N,0.0696490
2017-09-30,1M,Equity Common Stock,GILD.OQ,-0.0802607
2017-09-30,1M,Equity Common Stock,GT.OQ,0.1722986
2017-09-30,1M,Equity Common Stock,GWW.N,-0.1240767
2017-09-30,1M,Equity Common Stock,HAL.N,-0.0587047
2017-09-30,1M,Equity Common Stock,HOG.N,-0.0363522
2017-09-30,1M,Equity Common Stock,HRS.N,0.3673432
2017-09-30,1M,Equity Common Stock,HIG.N,0.2556157
2017-09-30,1M,Equity Common Stock,HAS.OQ,0.2898585
2017-09-30,1M,Equity Common Stock,HCP.N,-0.0798167
2017-09-30,1M,Equity Common Stock,WELL.N,0.0848538
2017-09-30,1M,Equity Common Stock,HP.N,-0.0977663
2017-09-30,1M,Equity Common Stock,HSY.N,0.0929020
2017-09-30,1M,Equity Common Stock,HPQ.N,0.1148949
2017-09-30,1M,Equity Common Stock,HFC.N,0.0011905
2017-09-30,1M,Equity Common Stock,HOLX.OQ,0.2253727
2017-09-30,1M,Equity Common Stock,HD.N,0.3826100
2017-09-30,1M,Equity Common Stock,HRL.N,0.1372696
2017-09-30,1M,Equity Common Stock,HST.N,-0.0272148
2017-09-30,1M,Equity Common Stock,HUM.N,0.2480834
2017-09-30,1M,Equity Common Stock,JBHT.OQ,0.2194636
2017-09-30,1M,Equity Common Stock,HBAN.OQ,0.1760735
2017-09-30,1M,Equity Common Stock,BIIB.OQ,0.0517462
2017-09-30,1M,Equity Common Stock,MOS.N,-0.1524561
2017-09-30,1M,Equity Common Stock,IDXX.OQ,0.3856391
2017-09-30,1M,Equity Common Stock,ITW.N,0.3660674
2017-09-30,1M,Equity Common Stock,INCY.OQ,0.2612617
2017-09-30,1M,Equity Common Stock,IR.N,0.2407201
2017-09-30,1M,Equity Common Stock,NKTR.OQ,0.1799206
2017-09-30,1M,Equity Common Stock,INTC.OQ,0.0710546
2017-09-30,1M,Equity Common Stock,IBM.N,-0.1108969
2017-09-30,1M,Equity Common Stock,IFF.N,0.2167345
2017-09-30,1M,Equity Common Stock,IP.N,0.1042333
2017-09-30,1M,Equity Common Stock,IPG.N,0.0858650
2017-09-30,1M,Equity Common Stock,INTU.OQ,0.2584719
2017-09-30,1M,Equity Common Stock,JEC.N,0.1015385
2017-09-30,1M,Equity Common Stock,JNJ.N,0.1798141
2017-09-30,1M,Equity Common Stock,KLAC.OQ,0.2128223
2017-09-30,1M,Equity Common Stock,KSU.N,-0.0073473
2017-09-30,1M,Equity Common Stock,K.N,0.0264439
2017-09-30,1M,Equity Common Stock,KEY.N,0.1638221
2017-09-30,1M,Equity Common Stock,KMB.N,0.0987751
2017-09-30,1M,Equity Common Stock,KIM.N,-0.0153157
2017-09-30,1M,Equity Common Stock,KSS.N,-0.0356138
2017-09-30,1M,Equity Common Stock,KR.N,-0.0585342
2017-09-30,1M,Equity Common Stock,LH.N,0.2305876
2017-09-30,1M,Equity Common Stock,LRCX.OQ,0.3751906
2017-09-30,1M,Equity Common Stock,EL.N,0.2198988
2017-09-30,1M,Equity Common Stock,LEG.N,0.1776521
2017-09-30,1M,Equity Common Stock,LEN.N,0.1655019
2017-09-30,1M,Equity Common Stock,JEF.N,0.0559638
2017-09-30,1M,Equity Common Stock,LLY.N,0.1848756
2017-09-30,1M,Equity Common Stock,LB.N,-0.0962781
2017-09-30,1M,Equity Common Stock,LNC.N,0.1376026
2017-09-30,1M,Equity Common Stock,LMT.N,0.3991625
2017-09-30,1M,Equity Common Stock,L.N,0.1292416
2017-09-30,1M,Equity Common Stock,LOW.N,0.2282523
2017-09-30,1M,Equity Common Stock,MTB.N,0.1518203
2017-09-30,1M,Equity Common Stock,MGM.N,0.1664422
2017-09-30,1M,Equity Common Stock,MAC.N,-0.0187740
2017-09-30,1M,Equity Common Stock,MMC.N,0.3344575
2017-09-30,1M,Equity Common Stock,MAR.OQ,0.2283527
2017-09-30,1M,Equity Common Stock,MLM.N,0.1887065
2017-09-30,1M,Equity Common Stock,MAS.N,0.3012574
2017-09-30,1M,Equity Common Stock,MAT.OQ,-0.1672103
2017-09-30,1M,Equity Common Stock,MKC.N,0.3163755
2017-09-30,1M,Equity Common Stock,MCD.N,0.3578934
2017-09-30,1M,Equity Common Stock,SPGI.N,0.3007412
2017-09-30,1M,Equity Common Stock,MCK.N,-0.0412097
2017-09-30,1M,Equity Common Stock,MDT.N,0.1453541
2017-09-30,1M,Equity Common Stock,BK.N,0.1829923
2017-09-30,1M,Equity Common Stock,MSFT.OQ,0.2270794
2017-09-30,1M,Equity Common Stock,MCHP.OQ,0.3298989
2017-09-30,1M,Equity Common Stock,MU.OQ,0.0933390
2017-09-30,1M,Equity Common Stock,MAA.N,0.2833860
2017-09-30,1M,Equity Common Stock,MMM.N,0.3000162
2017-09-30,1M,Equity Common Stock,MHK.N,0.3365865
2017-09-30,1M,Equity Common Stock,MS.N,0.1576342
2017-09-30,1M,Equity Common Stock,MSI.N,0.1770094
2017-09-30,1M,Equity Common Stock,MYL.OQ,-0.0558560
2017-09-30,1M,Equity Common Stock,NTAP.OQ,0.0509490
2017-09-30,1M,Equity Common Stock,NFX.N,-0.0143657
2017-09-30,1M,Equity Common Stock,NEM.N,0.1624779
2017-09-30,1M,Equity Common Stock,NKE.N,0.1065807
2017-09-30,1M,Equity Common Stock,NBL.N,-0.2198294
2017-09-30,1M,Equity Common Stock,JWN.N,-0.0485765
2017-09-30,1M,Equity Common Stock,NSC.N,0.0984728
2017-09-30,1M,Equity Common Stock,ES.N,0.1984886
2017-09-30,1M,Equity Common Stock,XEL.OQ,0.2996916
2017-09-30,1M,Equity Common Stock,NTRS.OQ,0.1637105
2017-09-30,1M,Equity Common Stock,NOC.N,0.5139263
2017-09-30,1M,Equity Common Stock,WFC.N,0.0577549
2017-09-30,1M,Equity Common Stock,NUE.N,0.0473548
2017-09-30,1M,Equity Common Stock,OXY.N,-0.1484467
2017-09-30,1M,Equity Common Stock,OMC.N,0.0640616
2017-09-30,1M,Equity Common Stock,OKE.N,-0.0012225
2017-09-30,1M,Equity Common Stock,ORCL.N,0.1600081
2017-09-30,1M,Equity Common Stock,ORLY.OQ,0.2002956
2017-09-30,1M,Equity Common Stock,EXC.N,0.0800394
2017-09-30,1M,Equity Common Stock,PCG.N,0.2704028
2017-09-30,1M,Equity Common Stock,PNC.N,0.2616992
2017-09-30,1M,Equity Common Stock,PPL.N,0.1768435
2017-09-30,1M,Equity Common Stock,PPG.N,0.0740913
2017-09-30,1M,Equity Common Stock,PCAR.OQ,0.1574008
2017-09-30,1M,Equity Common Stock,PH.N,0.2436792
2017-09-30,1M,Equity Common Stock,PAYX.OQ,0.2024125
2017-09-30,1M,Equity Common Stock,PNR.N,0.0483889
2017-09-30,1M,Equity Common Stock,PBCT.OQ,0.1429096
2017-09-30,1M,Equity Common Stock,PEP.OQ,0.1635282
2017-09-30,1M,Equity Common Stock,PRGO.N,-0.1754084
2017-09-30,1M,Equity Common Stock,PFE.N,0.1337411
2017-09-30,1M,Equity Common Stock,MO.N,0.1945547
2017-09-30,1M,Equity Common Stock,COP.N,-0.0882582
2017-09-30,1M,Equity Common Stock,PVH.N,0.0545844
2017-09-30,1M,Equity Common Stock,PNW.N,0.2686258
2017-09-30,1M,Equity Common Stock,PXD.N,-0.0389003
2017-09-30,1M,Equity Common Stock,PX.N,0.0699834
2017-09-30,1M,Equity Common Stock,TROW.OQ,0.1114548
2017-09-30,1M,Equity Common Stock,PG.N,0.0833087
2017-09-30,1M,Equity Common Stock,PGR.N,0.4566967
2017-09-30,1M,Equity Common Stock,PEG.N,0.1584154
2017-09-30,1M,Equity Common Stock,PSA.N,0.1573228
2017-09-30,1M,Equity Common Stock,PHM.N,0.2184926
2017-09-30,1M,Equity Common Stock,QCOM.OQ,-0.0780898
2017-09-30,1M,Equity Common Stock,PWR.N,0.0485464
2017-09-30,1M,Equity Common Stock,RJF.N,0.1977507
2017-09-30,1M,Equity Common Stock,O.N,0.1778962
2017-09-30,1M,Equity Common Stock,REGN.OQ,0.1094817
2017-09-30,1M,Equity Common Stock,REG.N,0.0980092
2017-09-30,1M,Equity Common Stock,RMD.N,0.2260727
2017-09-30,1M,Equity Common Stock,RHI.N,0.0466161
2017-09-30,1M,Equity Common Stock,ROK.N,0.2991042
2017-09-30,1M,Equity Common Stock,ROL.N,0.5673361
2017-09-30,1M,Equity Common Stock,ROP.N,0.3000202
2017-09-30,1M,Equity Common Stock,ROST.OQ,0.2825296
2017-09-30,1M,Equity Common Stock,T.N,0.0881688
2017-09-30,1M,Equity Common Stock,TRV.N,0.1752148
2017-09-30,1M,Equity Common Stock,SCG.N,0.0200357
2017-09-30,1M,Equity Common Stock,HSIC.OQ,0.2058674
2017-09-30,1M,Equity Common Stock,SLB.N,-0.1394249
2017-09-30,1M,Equity Common Stock,SCHW.N,0.1681822
2017-09-30,1M,Equity Common Stock,SEE.N,0.1265609
2017-09-30,1M,Equity Common Stock,SRE.N,0.0747277
2017-09-30,1M,Equity Common Stock,SHW.N,0.2458931
2017-09-30,1M,Equity Common Stock,SIVB.OQ,0.1999784
2017-09-30,1M,Equity Common Stock,SPG.N,0.0161915
2017-09-30,1M,Equity Common Stock,AOS.N,0.4754383
2017-09-30,1M,Equity Common Stock,SNA.N,0.1423974
2017-09-30,1M,Equity Common Stock,SO.N,0.0992972
2017-09-30,1M,Equity Common Stock,LUV.N,0.2053957
2017-09-30,1M,Equity Common Stock,SWK.N,0.3370193
2017-09-30,1M,Equity Common Stock,USB.N,0.1822629
2017-09-30,1M,Equity Common Stock,SBUX.OQ,0.2305651
2017-09-30,1M,Equity Common Stock,STT.N,0.1375003
2017-09-30,1M,Equity Common Stock,SYK.N,0.4349490
2017-09-30,1M,Equity Common Stock,STI.N,0.2226702
2017-09-30,1M,Equity Common Stock,SYMC.OQ,0.2362699
2017-09-30,1M,Equity Common Stock,SNPS.OQ,0.4314535
2017-09-30,1M,Equity Common Stock,SYY.N,0.2478345
2017-09-30,1M,Equity Common Stock,TJX.N,0.1815448
2017-09-30,1M,Equity Common Stock,TXN.OQ,0.3605578
2017-09-30,1M,Equity Common Stock,TXT.N,0.2082671
2017-09-30,1M,Equity Common Stock,TMO.N,0.2621212
2017-09-30,1M,Equity Common Stock,TIF.N,0.0235901
2017-09-30,1M,Equity Common Stock,TMK.N,0.3052088
2017-09-30,1M,Equity Common Stock,DVA.N,-0.0722367
2017-09-30,1M,Equity Common Stock,TSS.N,0.3481205
2017-09-30,1M,Equity Common Stock,TSCO.OQ,0.0475426
2017-09-30,1M,Equity Common Stock,C.N,0.1680189
2017-09-30,1M,Equity Common Stock,YUM.N,0.2112705
2017-09-30,1M,Equity Common Stock,TSN.N,0.2620962
2017-09-30,1M,Equity Common Stock,MRO.N,-0.1036809
2017-09-30,1M,Equity Common Stock,WM.N,0.3714424
2017-09-30,1M,Equity Common Stock,UNP.N,0.0602650
2017-09-30,1M,Equity Common Stock,UDR.N,0.2167950
2017-09-30,1M,Equity Common Stock,UNH.N,0.5814499
2017-09-30,1M,Equity Common Stock,UTX.N,0.0784953
2017-09-30,1M,Equity Common Stock,UHS.N,0.0569131
2017-09-30,1M,Equity Common Stock,VFC.N,0.0016010
2017-09-30,1M,Equity Common Stock,VLO.N,0.2332531
